tweet,date
remember trying encourage wrote proposal higherlevel ie executor future lowest level construct cx rather lowerlevel boostthread model preferred history show unsuccessful,2020-07-08
aside historical note wish better learning teaching introducing higherlevel construct rather thread first port call would benefit runtime developer performance hugely,2020-07-08
savoidreduce,2020-07-08
sliding scale absence activity flow simplest always possible working around make thing complex abstracted encapsulated construct actor async ops channel etc next desirable thread least,2020-07-08
nice still subtle code without doesnt mean arent good feature arent better developer code raw thread sometimes comparison make code without thread rather,2020-07-08
question era era code far code written using thread construct asyncawait,2020-07-08
,2020-07-08
,2020-07-07
also quite often true developer familiar feature said great way slow developer almost case harder deal sequential code many case use necessary people think,2020-07-07
,2020-07-07
eliminate ability access nonchannel data nonlocal variable would offer stronger guarantee safety access occam language strong synchronous channel parallelism support,2020-07-07
governmentbacked democide pandemic,2020-07-07
think go nice feature welcome simplification would nice theyd serious channel concurrency right,2020-07-07
wasnt talking java,2020-07-07
ok ive got,2020-07-07
,2020-07-07
one effective way reduce developer performance add thread often also effective way reduce runtime performance,2020-07-07
pesse,2020-07-07
jonathanks,2020-07-07
uh huh,2020-07-07
pesse much fun screenshot show,2020-07-07
done umm ah oh physic well help taste great,2020-07-07
wouldnt restrict single source name natural language doesnt tend uniformly offer u good name consistent fashion long name right communication value youre good,2020-07-06
either one sound good may find sometimes good name based expected behaviour others clear role name already exists others specific interactionsmessaging best source name,2020-07-06
good idea something need apply retrospectively rush find misplaced time machine,2020-07-06
zameth yeah driving paris attraction,2020-07-06
gallardo honoured list shenleyhenney,2020-07-06
,2020-07-06
mvl,2020-07-05
gallardo agreed traditional robust design seemingly ignored world space agency also kitchen roll giftwrap tube make great light sabre remains inexplicably silent matter box furniture,2020-07-05
,2020-07-05
mvl examplebased test case particularly suitable unless supplemented much ai test need heavily datadriven propertybased style,2020-07-05
mvl something ive discussed time know there lot work generation moment look viable path however step change style approach many people familiar classic tdd embrace,2020-07-05
apple book reject book published several year ago ground us word kindle one point dont allow competitor reference thats one smart algorithm work keith brooke,2020-07-05
nice clear,2020-07-05
true still one beat,2020-07-05
fisica process,2020-07-04
likewise kind nicetohave feature big game changer,2020-07-04
doesnt make difference actually thats quite true could make worse developer would even le likely look closely test passed even though test would generated input code using technology,2020-07-04
,2020-07-04
happened happen,2020-07-04
kellerman youre welcome,2020-07-04
b plus change probably getting better using cpu getting funding generating new job people specialise skill tool supposed eliminate need people specialised skill,2020-07-04
kellerman kind communication hard like think half century getting better communication still dont think ive got hang,2020-07-04
,2020-07-04
yes think every one technique technology offer another tool box wholesale replacement toolbox,2020-07-04
intellecc yeah instead page andrew wile proof fermat last theorem could long war peace,2020-07-04
agreed,2020-07-04
nice enough idea great see kind progress dont hold breath widespread adoption meaningful productivity improvement irl,2020-07-04
developer tend trust code generation without checking generated code however need checking equivalent code written human,2020-07-04
taking away easy part task automation make difficult part human operator task difficult lisanne bainbridge,2020-07-04
automation reliable run automation paradox people tend pay attention miss need intervene also become le able intervene,2020-07-04
course assumption developer check generated output see instructive look history automation understand effective problematic,2020-07-04
newest computer merely compound speed oldest problem relation human being end communicator confronted old problem say say edward r murrow,2020-07-04
generator depends comment well written accurate precise hurdle showstopper understanding bottleneck development typing able precisely articulate mean natural language nontrivial,2020-07-04
let explore issue going collide practice,2020-07-04
neat people dont understand really doesnt change much,2020-07-04
think belongs new talk category ted talk,2020-07-04
yup ive found meditation number immersive activity helped depression eg running walking playing guitar also avoidance activity eg reduced news intake social medium immersion etc,2020-07-04
yesterday family lockdown viewing tedx talk happy secret better work,2020-07-04
,2020-07-04
code,2020-07-04
,2020-07-04
yup constant source frustration filter general category precise realisation many recognised term clearer eg select,2020-07-03
youve described probably common people would admit fall outside easily defined goodbad practice dichotomy le colour predictionexpectation youve described sound reasoned disciplined work go,2020-07-03
,2020-07-03
hadnt said would recommended guess leaf question raisedcaught exception generalspecific validity setup actually invalid whats right test,2020-07-03
youre using raise use general exception many statement typically block,2020-07-03
yup diversity language framework degree precisely nail false positive going vary bit depends situation,2020-07-03
also observability may depend little language testing framework using,2020-07-03
ideal situation invalid fixture result exception next ideal situation exception thrown method interest unrelated one youre expecting,2020-07-03
yes false positive uncommon problem integration test likely external likely fail reason unrelated correctness code test unit test often typo thinko oversight,2020-07-03
scoo,2020-07-03
ability actually address problem given mean knowledge easily within reach poverty war healthcare climate change environmental destruction political economic system disproportionately favour psychopathy greed etc,2020-07-03
yup thats fair summary iirc said something like people fall two camp havent watched thread whove watched many time,2020-07-03
yup national tv back channel left impression,2020-07-03
,2020-07-03
,2020-07-02
,2020-07-02
,2020-07-02
,2020-07-02
mertz,2020-07-02
indeed numerological gamed system reward greed luck punishes circumstance granting power exhibit wealth psychopathy part problem solution,2020-07-02
,2020-07-02
humanity created global civilisation kardashev scale looking weve managed affair last couple decade guess question start living responsibility might expect specie,2020-07-02
today lockdown family viewing ted talk game theory teach u war,2020-07-02
,2020-07-02
,2020-07-02
,2020-07-02
prebil believe der rammstein,2020-07-02
prebil im pretty sure mentioned way back lost mist early cycle,2020-07-02
guilty charged,2020-07-01
truth often stranger fiction,2020-07-01
,2020-07-01
moment dont time two month ago would good time send link suspect learn lot able return comment,2020-07-01
cool,2020-07-01
yes theyre easier explain therefore come first many explanation little like science primitive harder grasp come along later create map fold really important insight one appreciated long time,2020-07-01
similarly idea factory oo spell function well quite right,2020-07-01
think misrepresentation oo fp lambda closure etc unique fp added java java become functional became oo idea able pas piece code around object fundamental oo concept,2020-07-01
yup fundamental map shame point made often,2020-07-01
,2020-07-01
,2020-07-01
,2020-07-01
,2020-07-01
,2020-07-01
rebranded vertical generation,2020-06-30
eye detail,2020-06-30
love idea there office stuff course showing local area walking talking would neat ive done couple course promos down ive run,2020-06-30
damn,2020-06-30
enjoy ostranenie seeing collision reality desire codified formal notation,2020-06-30
,2020-06-30
reading small print,2020-06-30
,2020-06-30
,2020-06-30
,2020-06-30
,2020-06-29
believe thats implied inclusion follows trivially item made explicit list,2020-06-29
,2020-06-29
,2020-06-29
anyones interested ted talk family watched weve taken turn choosing whenever weve available since beginning lockdown here query,2020-06-29
today lockdown viewing family ted session oneman musical phenomenon,2020-06-29
yeah thats definitely good good example vague name help identify something way differentiates everything else,2020-06-29
,2020-06-29
tend think service like manager there couple case clearly identifies concept case remains vague tends raise question answer eg service networking metaphor etc,2020-06-29
,2020-06-29
,2020-06-29
undertone,2020-06-29
,2020-06-29
lowette,2020-06-29
,2020-06-28
name html ming edo hladky,2020-06-28
name html ming edo hladky,2020-06-28
,2020-06-27
,2020-06-27
today family lockdown viewing rbecca kleinbergers tedx talk dont like sound voice,2020-06-26
nice thanks,2020-06-26
perhaps double,2020-06-25
experienced framework team many year ago one complaint application team werent taking fullcorrect advantage framework one request application team provide reference example,2020-06-25
heard story many framework library infrastructure author surprised misuse discover people followed intro example rather detailed reference documentation,2020-06-25
think natural consequence people primed imprinted human naturally learn example difficult thing turn,2020-06-25
youre welcome plan x considered harmful need time select couple good one there shortage snowclones,2020-06-25
harvey think used least,2020-06-25
dysfunctional programming matter teedy deigh,2020-06-25
concatenative programming matter jon purdy,2020-06-25
functional programming matter john hughes good digest,2020-06-25
,2020-06-24
,2020-06-24
kirk fletcher,2020-06-24
ok sticking blue,2020-06-24
im sure noodling would listening interest sufficient quality listens radio,2020-06-24
,2020-06-24
sorry bad,2020-06-24
howlin wolf,2020-06-24
,2020-06-24
today lockdown talk family ted talk strange answer psychopath test,2020-06-24
yes,2020-06-24
cummins,2020-06-24
think circle form venn diagram hell rarely simple,2020-06-24
,2020-06-24
wiersma,2020-06-24
,2020-06-24
b exactly precise problem mock employed salve rather design guidance,2020-06-24
,2020-06-24
bringing game theory interesting insight thanks,2020-06-24
,2020-06-24
yes ive experienced put piece puzzle together discover youve put puzzle box together puzzle,2020-06-24
unnecessary parameterisation public class private ilistlttgt item public ailistlttgt item gt thisitems item encapsulation public class private ilistlttgt item new listlttgt,2020-06-24
also well put,2020-06-24
spot config youve picked one main offender,2020-06-24
,2020-06-24
stop trying hit hit morpheus,2020-06-24
case object internals exposed someone picked mistaken belief constructor shouldnt new object theyve taken poorly articulated idea perfected art form free encapsulation simplicity,2020-06-24
many case possible simply replace provider value code need ie rather pas supplier value pas value reversion control simple write simple read simple test loosely coupled injection needed,2020-06-24
weve ended culture injection code spending time shooting passing provider supplier factory etc leading much foolish mockery xml noise code developer cargoculted practice avoid actually writing functionality,2020-06-24
arjohnson spy mock track interaction may also stub classically mock expectation set active asserting expected outcome conventionally spy passive respect,2020-06-24
wiersma normally recommend starting post mock arent stub,2020-06-24
gratuitous complexity many mockish test testament human condition blind spot thinking developer invest time figuring stub problem code creating test complex code tested simplifying code tested,2020-06-24
arjohnson indeed strictly speaking mock mockito spy spy,2020-06-24
unfortunately problem lead mocking tool testing focus goal test point mocking stubbing trivial feature much le important,2020-06-24
framework context use mock mocking refer superset mock sic spy stub dummy subset stub fake outside scope framework within scope process,2020-06-24
tend use definition gerard meszaros except referring mocking framework process working test double,2020-06-24
impression tutorial mocking mocking framework lead stub code test actually use mock testing priming might explain many common misunderstanding around mocking well parlous state many mockbased test,2020-06-24
unreasonable effectiveness c damien katz,2020-06-24
unreasonable effectiveness mathematics natural science eugene wigner,2020-06-24
number paper blog post video etc pattern title sometimes theme classic paper,2020-06-24
,2020-06-23
sir raison dtre course,2020-06-23
next month turn driving c code course ill running driving via,2020-06-23
today wrapped driving java code unit test loved new course format content inspired change circumstance classroom online training planning run course plus variation c c,2020-06-23
there implied precondition using phrase speak mind suspect many people fail meet,2020-06-23
evening talking agile number agile bath amp bristol online,2020-06-23
today lockdown talk family adam carroll tedx talk playing monopoly real money taught kidsand humanity,2020-06-23
gee written couple book trisha said also felt previous one wouldnt good although would consistent voice would breadth depth originality freshness perspective,2020-06-23
marc gee,2020-06-23
,2020-06-23
book antiqua,2020-06-23
gee welcome thank contribution second thing book,2020-06-23
,2020-06-22
,2020-06-22
saw live long time ago,2020-06-21
,2020-06-21
third time charm,2020-06-19
,2020-06-19
,2020-06-18
wibblywobbly timeywimey stuff think know everything need know datetime handling almost certainly wrong think dont almost certainly right,2020-06-18
cancelled preferred spelling uk english whereas canceled common u english,2020-06-18
,2020-06-18
,2020-06-18
ryksopp,2020-06-17
c sure normally focus pdsa making reference boyds ooda loop passing sometimes also diagram loop show correspondence cant recall recorded talk ooda appeared im afraid,2020-06-17
thank,2020-06-16
,2020-06-16
never saw know former bassist,2020-06-16
today lockdown talk family max zorn audrey sykes tedx talk stick layer tape art,2020-06-15
,2020-06-15
,2020-06-15
yeah thats quite mind,2020-06-15
,2020-06-15
talk wibblywobbly timeywimey stuff available online,2020-06-14
llams,2020-06-14
,2020-06-13
,2020-06-13
,2020-06-12
bluepeter,2020-06-12
zameth crime preprocessed according severity warning level incurred act,2020-06-12
im looking rough unready woke im aiming consistency thats going well,2020-06-12
zameth,2020-06-12
,2020-06-12
,2020-06-12
muito obrigado,2020-06-12
today lockdown talk family david christian ted talk history world minute,2020-06-12
yes also online course recently teaching tdd agile architecture course may expand tdd teaching java c,2020-06-12
thank wish best,2020-06-12
jonathanks,2020-06-12
design one form another predates boost couple year first time published code year boost although may well appeared conference talk would need check,2020-06-12
remember one,2020-06-12
audio see response thread timeline,2020-06-12
,2020-06-11
c report chris cleeland doug schmidt became coauthor mine year later,2020-06-11
checked external polymophism published fit timeline,2020-06-11
come across idea external polymorphism think thats referred time,2020-06-11
think able take step comfortably perhaps free pas,2020-06-11
remember first time heard term connection technique idea referring id come across connection java generic,2020-06-11
ouch something drink help ive told,2020-06-11
design boostany came design originally came c wrote c report,2020-06-11
today lockdown viewing family keith barrys ted talk brain magic,2020-06-11
gary numan,2020-06-11
b given think likely military ranking crept time concept police force scaled rather outset would certainly help explain difference choice degree usage across different force,2020-06-11
yes ikea seems natural habitat seem breed well,2020-06-10
,2020-06-10
complete wordfriday definition last year,2020-06-10
,2020-06-10
today moment thankyouinternetthisiswhatyourefor lambda keep using letter talk ive said ive unable locate alonzo church original lambda paper paper often cited quest someone sent watching talk,2020-06-10
think rank bit mishmash strictly military rank however introduction organisation hierarchy uniform quasimilitary purview invite adoption military terminology whatever specific story,2020-06-10
,2020-06-10
im sure thats necessarily origin story given first proper police force established th century long uk u parted company,2020-06-10
today family lockdown talk alan pearces tedx talk dark web,2020-06-10
icymi last week wordfriday mythomania,2020-06-10
thing gee,2020-06-10
thing gee big fan assert various language relatively early career changed tack midtolate generally recommending ive found value expressing ad hoc lightweight test rather formal method ht,2020-06-10
thing gee sound right whole,2020-06-10
thing gee counterpoint used one list yesterday assert im going use least week try stop,2020-06-10
thing gee interestingly wrote two book negatively course date checked exception,2020-06-10
thing gee go,2020-06-10
thing gee,2020-06-10
,2020-06-10
theoryprinciple yes practice tell etc,2020-06-10
reinseth,2020-06-09
kind feel like reaching point passed point oh failed test badly must human,2020-06-09
,2020-06-09
im also hoping run c,2020-06-09
c youre im running driving c code test online next month,2020-06-09
planning course later year watch space,2020-06-09
finished highly enjoyable second day driving java code test online course,2020-06-09
gee,2020-06-09
,2020-06-09
,2020-06-09
youre welcome,2020-06-09
aha also missed partridge punctuation,2020-06-08
aha,2020-06-08
,2020-06-08
thing gee,2020-06-08
gee thing,2020-06-08
,2020-06-08
continue great job,2020-06-07
,2020-06-07
ereyesterdays wordfriday mythomania,2020-06-07
,2020-06-07
allow named initial x first word eg static x,2020-06-07
gee thing,2020-06-06
yesterday wordfriday mythomania,2020-06-06
gee thing,2020-06-06
meneses gee,2020-06-06
today wordfriday mythomania,2020-06-06
thing gee,2020-06-06
mak thing gee,2020-06-06
coincidence eh,2020-06-06
cycle back although recall spelling omd maybe get spend twice,2020-06-05
today lockdown postlunch family viewing joseph gordonlevitts ted talk craving attention make le creative,2020-06-05
wordfriday mythomania compulsive dishonesty tendency lie exaggerate person suffering mythomania said mythomaniac,2020-06-05
thing force strong cant,2020-06-05
second put effort resolving expressionstatement tension language answer resolution would benefited case rather creating yet another wtffaq really stop adding language,2020-06-05
viewing lambda block intended look like default return behaviour make sense first simply called block lambda,2020-06-05
ive never seen label used well break continue simply isnt need including idea unnecessary muddling lambda improve matter,2020-06-05
bit dog dinner none really necessary look like someone got carried away orthogonality generality rather looking actually needed language introduced label losing path,2020-06-05
gee,2020-06-05
thing gee,2020-06-05
,2020-06-05
thing gee,2020-06-04
thing,2020-06-04
thing electron nice enough adding proton neutron mix make real,2020-06-04
,2020-06-04
,2020-06-04
gee thing,2020-06-04
thing,2020-06-04
look got delivered thing,2020-06-04
,2020-06-04
reach long list,2020-06-04
machine learning,2020-06-04
big data big algorithm,2020-06-04
tfw amazon recommends book,2020-06-04
combe,2020-06-04
combe,2020-06-04
root,2020-06-04
yes firn nice word one featured wordfriday year back think many possible observation made system transition different phase,2020-06-03
icymi last week wordfriday script immunity,2020-06-03
,2020-06-03
,2020-06-02
found story real jazz baby still smoking,2020-06-02
combe,2020-06-02
,2020-06-02
,2020-06-02
take care,2020-06-01
ive found posting pull quote article mixed blessing tweet link people engage read article post title tag many people respond pull quote without clicking link longer respond,2020-06-01
,2020-06-01
muller,2020-06-01
muller,2020-06-01
ereyesterdays wordfriday script immunity,2020-05-31
uh huh,2020-05-31
goldie,2020-05-31
short answer answer tell start end idea would good name dont really know class start naming thing process enquiry discovery,2020-05-30
,2020-05-30
youre good go,2020-05-30
yesterday wordfriday script immunity,2020-05-30
today wordfriday script immunity,2020-05-30
although idea testing pyramid isnt perfect outline better way think organise effort get better feedback across level scale connection,2020-05-29
youre right say idea get better coverage coarser unit illusion precisely surface area analogy described flawed illusion exists isnt side effect unit defined consequence system math,2020-05-29
wanted make best use testing effort would distribute testing effort across testing hierarchy unit system wanted make poor use money time knowledge would focus systemlevel test,2020-05-29
,2020-05-29
,2020-05-29
,2020-05-29
problem analogy suggests misleading result get better coverage testing larger entity testing smaller one exact opposite conclusion reached looking path module,2020-05-29
one programmer unit test anothers integration test unit test test behaviour normally functional whose success failure wholly determined correctness test correctness unit test,2020-05-29
still click,2020-05-29
grrm discussed complete definition click,2020-05-29
click complete wordfriday definition see plot armour character shield mentioned synonym,2020-05-29
,2020-05-29
,2020-05-29
wordfriday script immunity safety conferred character story reliance story arc role eg protagonist necessarily survives conflict come halfway film script need,2020-05-29
today family postlunch lockdown viewing ted talk climbed foot vertical cliff without rope,2020-05-29
,2020-05-29
snot goodnot good enough,2020-05-29
scrumban corey ladas appropriate application kanban scrum context using scrum kanban intended without tribalism certification,2020-05-29
youre welcome,2020-05-29
almost poetry,2020-05-28
,2020-05-28
,2020-05-28
,2020-05-28
fortunately isnt problem programming language know accept modified iso date octal number plain literal,2020-05-28
spot illusion perfection lovely way put also say intransigence come related feeling illusion completion,2020-05-28
,2020-05-28
today yes,2020-05-28
ah yes perhaps precise stating test test,2020-05-28
thanks,2020-05-28
share question confusion,2020-05-28
missing piece puzzle testing contract contract make thing explicit passive activated critical factor code reused without retested new environment occurred code would fixed,2020-05-28
driving right side code taking step back see general form test proposition execution piece code aspect system,2020-05-28
read original esa report first published read number discussion paper including safety critical specialist meyer published piece struck lightweight really serious contribution discussion,2020-05-28
code written c invalid conversion would triggered failure condition superfluous subsystem would failed rocket would continued orbit,2020-05-28
precondition enabled code would compiled would deployed precondition would fired failure condition would unhandled subsystem would failed rocket would exploded would identical ada case,2020-05-28
loss,2020-05-28
yk problem example largely independent lttimehgt much dependent much finance code dependent way mortgage calculation depend library language timet tm dependency,2020-05-28
interesting question raise question whether date handling theyre using lttimehgt dependent,2020-05-28
,2020-05-28
sound exactly like mind answer previous question yes read support schns idea around reflective practice,2020-05-28
reasonable jumping point use starting point go wherever question lead,2020-05-28
easier perhaps pick different individual paradigm call declarative programming home dive functional programming logic programming markup language configuration dsl matching search language etc,2020-05-28
thats good question something picked time find difficult offer definitive source readily available speak directly current programming landscape,2020-05-28
yeah whole breeder cocteau twin dinosaur jr thing lull false sense temporal comfort,2020-05-28
damn something read,2020-05-28
holy crap time pass remember team mid software architect serious discussion anything might need problem regard system,2020-05-28
correction nailed,2020-05-28
,2020-05-28
yes work well context beyond applicability le general hotel reservation deposit good one except course hotel fading memory may also rendered inapplicable metaphor communication,2020-05-28
thanks summary clarifying point explicitly,2020-05-28
exception breeder thats,2020-05-28
get good relabelling becomes difficult stop,2020-05-28
,2020-05-28
,2020-05-28
thats nice little earner youve got,2020-05-28
,2020-05-28
,2020-05-28
around mark would reckon,2020-05-28
,2020-05-28
,2020-05-28
observation realise give u insight togaf,2020-05-28
,2020-05-28
labaere,2020-05-28
,2020-05-28
zameth,2020-05-28
social distancing keeping safe sic,2020-05-28
process approach susceptible twisting others safe one one susceptible many orgs think want scale theyre often right often wrong direction scaling rather may better,2020-05-28
many orgs use incomplete understanding agile approach hit problem problem normally projection org word whatever process adopt get twisted something else,2020-05-28
however many people mistakenly use specific process often mean degenerate version scrum hear someone say agile one thing tell whatever theyre probably agile,2020-05-28
principle theory yes agile umbrella term classification rather specific thing,2020-05-28
,2020-05-28
,2020-05-28
,2020-05-28
someone told moving agile safe nocomment,2020-05-28
think metaphor understanding unfortunately cannot considered generally useful metaphor,2020-05-28
experience mixing go polyglot project,2020-05-28
dyachkov ok youre talking something else tweet tweet quite specific quite often theyre right youre talking case theyre right talking case right misunderstood apply time,2020-05-28
use unhedged call option metaphor cautionary tale dont understand put option sf cover developer metaphor useful metaphor tell u make metaphor effective make code good,2020-05-28
breeder,2020-05-28
however im interested design effort come creating something review refactoring active engagement pdsa etc time often doesnt happen end expressed whatmighthavebeens,2020-05-28
true without improved skill spend time seeing world saw brings new insight action,2020-05-28
dyachkov im sure understand someone correct stating would done better done would never also best time spend extra time seems like paradox,2020-05-28
human condition filled illusion relationship time,2020-05-28
yes true,2020-05-28
nice,2020-05-28
contract one check still fault problem arose perfect storm unguarded conversion show code talk unquestioned reuse integration testing oversight poor practice blame laziness wasnt,2020-05-28
remember reading meyers analysis time number flaw understanding iirc one irony arianes code written eiffel problem would occurred written c would gone orbit,2020-05-28
iirc michael jackson one one said said something along line general methodology claim le specifically useful,2020-05-28
,2020-05-28
havent im thinking might ive talked different angle course workshop never brought thread together one place hmm,2020-05-28
halou,2020-05-28
even assuming youre estimate good technical debt cost fixing relates cost ownership debt time neither value concept difference motivation repayment,2020-05-27
im seeing common theme across couple tweet highlight part misunderstanding faulty logic surround literal interpretation debt metaphor assumption cost fixing debt,2020-05-27
yes yes follow,2020-05-27
true practice enquiry questioning making start structuring dont know appears become deemphasised,2020-05-27
bit rather think aspect may appeal often different people one would nice true idea kinda want feel like good idea ie truthiness others hope offer actionable message albeit based fiction,2020-05-27
cant argue probably effective form bullshit,2020-05-27
yeah ive never bought way describing ive doubleentry bookkeeping dont use analogy,2020-05-27
yeah whole seeing future thing get u every time,2020-05-27
oh mean analysis design phase seriously though issue people say spent time thinking theyre typically right say shouldve spent time thinking front theyre often le right,2020-05-27
dismal science bad science numerology property economist economic adviser intrinsically part economics,2020-05-27
today found cautioning category error treating technical debt metaphor literally numerically converting code quality currency value dashboard dont somewhere numerology bad science economics aint,2020-05-27
umm thats part assumption im referring solution address assumption think tweet referring,2020-05-27
test precisely concretely test simply act confirmation act communication,2020-05-27
,2020-05-27
setting aside time front diminishing return batch together spread time across time making effort explicit need probably need youre position discus,2020-05-27
code would better wed spent time design something hear quite lot developer say quite often theyre right might mistaken however assumption extra time might best spent,2020-05-27
,2020-05-27
also havent watched remember enjoying suitably quirky offcentre iirc,2020-05-27
,2020-05-27
make sign crucifix looking hammerhouse shocked,2020-05-27
think function hold higher standard dont pollute coffee milk,2020-05-27
tame impala,2020-05-27
rose avalanche,2020-05-27
great writeup,2020-05-26
gee,2020-05-26
gee hour hour sleep nice one even congratulation deserved,2020-05-26
gee ive avoiding whole codingwritingetc gamer small hour year said put body timezone shift appreciated,2020-05-26
program gut passing test dont guarantee code work unit test good meaning failure clear mean code doesnt work,2020-05-26
gee yeah think could managed teen early twenty know old man thirty well nicolai,2020-05-26
gee thank inviting,2020-05-26
test knowledge software testing form learning set test considered set question,2020-05-25
,2020-05-25
cake cake dont wont life time become disappointingly simple,2020-05-25
,2020-05-25
week instagram,2020-05-24
omd,2020-05-24
,2020-05-24
kula shaker,2020-05-24
well volunteered,2020-05-23
,2020-05-23
wow thats blast past,2020-05-23
,2020-05-23
live couple minute,2020-05-23
either way yes luck form opportunity risk etc often overlooked discounted key part success,2020-05-23
hard work factor talent still factor gladwell focus specifically deliberate practice opposed kind work im advocate deliberate practice also know gladwell somewhat overstated case,2020-05-23
,2020-05-23
neither necessary sufficient,2020-05-22
ok personal point view,2020-05-22
indeed risk specific definition involves probability mean invoking risk factor success another way invoke luck,2020-05-22
wealth proxy success word luck definitely major factor,2020-05-22
evidence intuition,2020-05-22
audrain success requires lot luck,2020-05-22
audrain talent normally defined natural ability,2020-05-22
live fear stepping one,2020-05-22
today lockdown family viewing ted talk held breath minute,2020-05-22
next week doesnt start week doesnt end hang tomorrow utc hour java marathon,2020-05-22
next week busy one twoday architecture agility course twoday workshop client spend friday weekend chilling,2020-05-22
head weekend couple highlight week lightning talk monday youtube latest blog post test precisely concretely medium,2020-05-22
someone zero basketball talent good point,2020-05-22
think additive talent dont think take proportionally le luck le talent dont think take disproportionally luck although would nice case,2020-05-22
,2020-05-22
help distinguish correctness understanding person may say understand something misunderstood another person would say understanding incorrect,2020-05-22
common usage someone say understand something relaying belief necessarily communicating empirically demonstrated knowledge want communicate something else something stronger need use word communicate,2020-05-22
code design etc need communicated thats field test refine clarify others understanding word communicate come communicare mean make common meaning want,2020-05-22
confidence people belief measure quality evidence coherence story mind managed construct daniel kahneman,2020-05-22
write something understandable far easier writing something understandable others yes true clear understand mean correct largely orthogonal,2020-05-22
success talent luck great success little talent lot luck daniel kahneman,2020-05-22
think weve already yazoo could substitute yaz branding u time,2020-05-22
test precisely concretely assumption hidden rock many program run aground anything one goal testing development practice uncover assumption rather gloss,2020-05-22
,2020-05-22
nice branching decision number resilient one,2020-05-22
,2020-05-21
enthusiast behave like mystic cult riddled strange belief superstition may well way bitcoin actually resembles currency,2020-05-21
position comment best summed comment code cannot say subtle notable distance comment code say safe distance dont comment code comment code,2020-05-21
royal blood,2020-05-21
comment reveal behind decision neither problem discussion,2020-05-21
question really expressive capability responsibility prose ability express function author time writing medium form write,2020-05-21
,2020-05-21
,2020-05-21
id appreciate thought,2020-05-21
ocean colour scene,2020-05-21
today family ted talk viewing gary liu rapid growth chinese internet headed,2020-05-21
moon duo,2020-05-21
,2020-05-21
chicken indeed redrafted section couple time refactoring phrasing quite intentional take bulky test work make intentional extraction,2020-05-21
chicken,2020-05-21
new blog post test precisely concretely ten year thing every programmer know ive revisited republished one piece unit testing ive significantly expanded example python c java,2020-05-21
say never happens experience comment significant improvement troubled code uncommon enough make unusual noteworthy,2020-05-21
case unless another person involved reviewer pairing partner author code simply restate code using mindset mental model code english rarely improvement,2020-05-21
issue nothing expressiveness english part fuel fallacy person wrote code understanding way communicate understanding,2020-05-21
common objection claim selfdocumenting code self wrote code self make claim making understandable whole le challenge making understandable self,2020-05-21
issue whether people written comment written better code didnt importantly wouldnt worked understanding tooling normally take another self see opportunity,2020-05-21
whenever ive shown code commented im always able eliminate revise almost comment find opportunity improve code,2020-05-21
whenever ive shown example production selfdocumented code im always able find lot improvement make selfdocumenting include opportunity comment,2020-05-21
discussion commenting documentation refers documentation good intrinsically universally good yes documentation necessarily good unless documentation good,2020-05-21
documentation often used without qualification typically mean one documentation produced amp read externally code external documentation produced code comment eg javadoc documentation code ie comment,2020-05-21
today lunch family viewing tedx talk born run,2020-05-20
root,2020-05-20
,2020-05-20
yes,2020-05-19
,2020-05-19
today lunch family viewing kang lee ted talk really tell kid lying,2020-05-19
another perspective even specifically case group intelligence mob may trigger insight might otherwise apparent individual,2020-05-19
,2020-05-19
,2020-05-19
speaking course architecture agility next week confirmed still space youre interested joining,2020-05-19
know need u ni code,2020-05-19
portishead,2020-05-19
ozric tentacle,2020-05-19
covet,2020-05-18
remember seeing bristol year back,2020-05-18
alcest,2020-05-18
today family postlunch video ted talk classic theo jansen creation new form life,2020-05-18
book news tale graveyard story north bristol writer including guest super cheap kindle sure long amazon whimbased algorithm keep price low get hot,2020-05-18
gee,2020-05-18
gee indeed wanted make sure represented range java platform language,2020-05-18
better aunt said author,2020-05-18
cummins,2020-05-18
similar problem oneway system introduced one local supermarket theory inaccessible aisle aisle never escape,2020-05-18
thing gee thank,2020-05-18
week instagram,2020-05-18
,2020-05-18
dont know success look like harder achieve know failure may end accepting situation simple failure helpful may necessary situation complex failure isnt always good guide,2020-05-18
law think hugely simplified idealised view scientific process would disagree representation anything idealised model convenience model would contend fails predict science progress revise,2020-05-17
problem grain truth swamped significant statistical truth general false rephrase occasionally failure learn failure becomes true little le punchy,2020-05-17
,2020-05-17
richards would agree except often see literal interpretation wielded whole truth rather stepping stone truth something emotionally useful particular situation,2020-05-17
likewise failure learn failure free truth complexity find real life,2020-05-17
bram stoker quote learn failure success sometimes see bandied put bluntly pure bollock,2020-05-17
failure offer limited lesson valuable important recognise something taught mean learned failure offer useful feedback context simple situation complex one,2020-05-17
similarly idea learn failure generally case look world around see majority people repeating rather learning failure learning wrong thing failure,2020-05-17
example kill make stronger statistically case whether talking mental physiological trauma course exception exception love story fall prey survivorship bias,2020-05-17
one thing need take care neat tidy maxim inspiring motivating right context whose literal meaning fall apart closer scrutiny without scrutiny fall rather monochromatic problematic thought pattern,2020-05-17
house love,2020-05-17
seems everyone birmingham around era connection lab partner went school,2020-05-17
fuzzbox,2020-05-17
sweet nothing find bottom glass emptiness emptiness plastic yeah even glass aint real flashfiction sf,2020-05-17
update find online rest month th meetup rd hour java thth architecture agility plus workshop client,2020-05-17
zodiac mindwarp,2020-05-17
wire,2020-05-17
